seqnames	start	end	score	Type	Group
chr4	62377001	62378000	81	tumor	tumor
chr4	62378001	62379000	81	tumor	tumor
chr4	62379001	62380000	68	tumor	tumor
chr4	62380001	62381000	80	tumor	tumor
chr4	62381001	62382000	72	tumor	tumor
chr4	62382001	62383000	72	tumor	tumor
chr4	62383001	62384000	68	tumor	tumor
chr4	62384001	62385000	88	tumor	tumor
chr4	62385001	62386000	67	tumor	tumor
chr4	62386001	62387000	77	tumor	tumor
chr4	62387001	62388000	71	tumor	tumor
chr4	62388001	62389000	82	tumor	tumor
chr4	62389001	62390000	79	tumor	tumor
chr4	62390001	62391000	60	tumor	tumor
chr4	62391001	62392000	72	tumor	tumor
chr4	62392001	62393000	67	tumor	tumor
chr4	62393001	62394000	75	tumor	tumor
chr4	62394001	62395000	73	tumor	tumor
chr4	62395001	62396000	79	tumor	tumor
chr4	62396001	62397000	80	tumor	tumor
chr4	62397001	62398000	73	tumor	tumor
chr4	62398001	62399000	64	tumor	tumor
chr4	62399001	62400000	71	tumor	tumor
chr4	62400001	62401000	80	tumor	tumor
chr4	62401001	62402000	84	tumor	tumor
chr4	62402001	62403000	58	tumor	tumor
chr4	62403001	62404000	94	tumor	tumor
chr4	62404001	62405000	72	tumor	tumor
chr4	62405001	62406000	78	tumor	tumor
chr4	62406001	62407000	50	tumor	tumor
chr4	62407001	62408000	69	tumor	tumor
chr4	62408001	62409000	70	tumor	tumor
chr4	62409001	62410000	84	tumor	tumor
chr4	62410001	62411000	91	tumor	tumor
chr4	62411001	62412000	61	tumor	tumor
chr4	62412001	62413000	83	tumor	tumor
chr4	62413001	62414000	96	tumor	tumor
chr4	62414001	62415000	85	tumor	tumor
chr4	62415001	62416000	77	tumor	tumor
chr4	62416001	62417000	65	tumor	tumor
chr4	62417001	62418000	62	tumor	tumor
chr4	62418001	62419000	64	tumor	tumor
chr4	62419001	62420000	72	tumor	tumor
chr4	62420001	62421000	67	tumor	tumor
chr4	62421001	62422000	59	tumor	tumor
chr4	62422001	62423000	85	tumor	tumor
chr4	62423001	62424000	83	tumor	tumor
chr4	62424001	62425000	65	tumor	tumor
chr4	62425001	62426000	82	tumor	tumor
chr4	62426001	62427000	76	tumor	tumor
chr4	62427001	62428000	79	tumor	tumor
chr4	62428001	62429000	76	tumor	tumor
chr4	62429001	62430000	74	tumor	tumor
chr4	62430001	62431000	64	tumor	tumor
chr4	62431001	62432000	57	tumor	tumor
chr4	62432001	62433000	82	tumor	tumor
chr4	62433001	62434000	78	tumor	tumor
chr4	62434001	62435000	97	tumor	tumor
chr4	62435001	62436000	81	tumor	tumor
chr4	62436001	62437000	78	tumor	tumor
chr4	62437001	62438000	61	tumor	tumor
chr4	62438001	62439000	72	tumor	tumor
chr4	62439001	62440000	72	tumor	tumor
chr4	62440001	62441000	65	tumor	tumor
chr4	62441001	62442000	67	tumor	tumor
chr4	62442001	62443000	76	tumor	tumor
chr4	62443001	62444000	71	tumor	tumor
chr4	62444001	62445000	77	tumor	tumor
chr4	62445001	62446000	71	tumor	tumor
chr4	62446001	62447000	63	tumor	tumor
chr4	62447001	62448000	64	tumor	tumor
chr4	62448001	62449000	68	tumor	tumor
chr4	62449001	62450000	74	tumor	tumor
chr4	62450001	62451000	65	tumor	tumor
chr4	62451001	62452000	77	tumor	tumor
chr4	62452001	62453000	69	tumor	tumor
chr4	62453001	62454000	66	tumor	tumor
chr4	62454001	62455000	64	tumor	tumor
chr4	62455001	62456000	85	tumor	tumor
chr4	62456001	62457000	61	tumor	tumor
chr4	62457001	62458000	64	tumor	tumor
chr4	62458001	62459000	94	tumor	tumor
chr4	62459001	62460000	105	tumor	tumor
chr4	62460001	62461000	84	tumor	tumor
chr4	62461001	62462000	69	tumor	tumor
chr4	62462001	62463000	66	tumor	tumor
chr4	62463001	62464000	69	tumor	tumor
chr4	62464001	62465000	72	tumor	tumor
chr4	62465001	62466000	53	tumor	tumor
chr4	62466001	62467000	76	tumor	tumor
chr4	62467001	62468000	84	tumor	tumor
chr4	62468001	62469000	77	tumor	tumor
chr4	62469001	62470000	73	tumor	tumor
chr4	62470001	62471000	76	tumor	tumor
chr4	62471001	62472000	93	tumor	tumor
chr4	62472001	62473000	82	tumor	tumor
chr4	62473001	62474000	61	tumor	tumor
chr4	62474001	62475000	105	tumor	tumor
chr4	62475001	62476000	77	tumor	tumor
chr4	62476001	62477000	60	tumor	tumor
chr4	62477001	62478000	42	tumor	tumor
chr4	62478001	62479000	83	tumor	tumor
chr4	62479001	62480000	69	tumor	tumor
chr4	62480001	62481000	89	tumor	tumor
chr4	62481001	62482000	78	tumor	tumor
chr4	62482001	62483000	81	tumor	tumor
chr4	62483001	62484000	56	tumor	tumor
chr4	62484001	62485000	32	tumor	tumor
chr4	62485001	62486000	2	tumor	tumor
chr4	62486001	62487000	0	tumor	tumor
chr4	62487001	62488000	6	tumor	tumor
chr4	62488001	62489000	2	tumor	tumor
chr4	62489001	62490000	1	tumor	tumor
chr4	62490001	62491000	2	tumor	tumor
chr4	62491001	62492000	3	tumor	tumor
chr4	62492001	62493000	2	tumor	tumor
chr4	62493001	62494000	2	tumor	tumor
chr4	62494001	62495000	2	tumor	tumor
chr4	62495001	62496000	2	tumor	tumor
chr4	62496001	62497000	1	tumor	tumor
chr4	62497001	62498000	2	tumor	tumor
chr4	62498001	62499000	2	tumor	tumor
chr4	62499001	62500000	2	tumor	tumor
chr4	62500001	62501000	4	tumor	tumor
chr4	62501001	62502000	2	tumor	tumor
chr4	62502001	62503000	2	tumor	tumor
chr4	62503001	62504000	2	tumor	tumor
chr4	62504001	62505000	1	tumor	tumor
chr4	62505001	62506000	2	tumor	tumor
chr4	62506001	62507000	4	tumor	tumor
chr4	62507001	62508000	0	tumor	tumor
chr4	62508001	62509000	0	tumor	tumor
chr4	62509001	62510000	0	tumor	tumor
chr4	62510001	62511000	0	tumor	tumor
chr4	62511001	62512000	0	tumor	tumor
chr4	62512001	62513000	1	tumor	tumor
chr4	62513001	62514000	4	tumor	tumor
chr4	62514001	62515000	2	tumor	tumor
chr4	62515001	62516000	1	tumor	tumor
chr4	62516001	62517000	3	tumor	tumor
chr4	62517001	62518000	8	tumor	tumor
chr4	62518001	62519000	0	tumor	tumor
chr4	62519001	62520000	2	tumor	tumor
chr4	62520001	62521000	2	tumor	tumor
chr4	62521001	62522000	2	tumor	tumor
chr4	62522001	62523000	4	tumor	tumor
chr4	62523001	62524000	5	tumor	tumor
chr4	62524001	62525000	4	tumor	tumor
chr4	62525001	62526000	6	tumor	tumor
chr4	62526001	62527000	3	tumor	tumor
chr4	62527001	62528000	1	tumor	tumor
chr4	62528001	62529000	3	tumor	tumor
chr4	62529001	62530000	2	tumor	tumor
chr4	62530001	62531000	1	tumor	tumor
chr4	62531001	62532000	3	tumor	tumor
chr4	62532001	62533000	2	tumor	tumor
chr4	62533001	62534000	7	tumor	tumor
chr4	62534001	62535000	4	tumor	tumor
chr4	62535001	62536000	3	tumor	tumor
chr4	62536001	62537000	6	tumor	tumor
chr4	62537001	62538000	4	tumor	tumor
chr4	62538001	62539000	4	tumor	tumor
chr4	62539001	62540000	3	tumor	tumor
chr4	62540001	62541000	2	tumor	tumor
chr4	62541001	62542000	2	tumor	tumor
chr4	62542001	62543000	8	tumor	tumor
chr4	62543001	62544000	1	tumor	tumor
chr4	62544001	62545000	3	tumor	tumor
chr4	62545001	62546000	4	tumor	tumor
chr4	62546001	62547000	3	tumor	tumor
chr4	62547001	62548000	4	tumor	tumor
chr4	62548001	62549000	1	tumor	tumor
chr4	62549001	62550000	5	tumor	tumor
chr4	62550001	62551000	4	tumor	tumor
chr4	62551001	62552000	1	tumor	tumor
chr4	62552001	62553000	6	tumor	tumor
chr4	62553001	62554000	5	tumor	tumor
chr4	62554001	62555000	3	tumor	tumor
chr4	62555001	62556000	2	tumor	tumor
chr4	62556001	62557000	3	tumor	tumor
chr4	62557001	62558000	1	tumor	tumor
chr4	62558001	62559000	3	tumor	tumor
chr4	62559001	62560000	3	tumor	tumor
chr4	62560001	62561000	1	tumor	tumor
chr4	62561001	62562000	2	tumor	tumor
chr4	62562001	62563000	3	tumor	tumor
chr4	62563001	62564000	4	tumor	tumor
chr4	62564001	62565000	5	tumor	tumor
chr4	62565001	62566000	0	tumor	tumor
chr4	62566001	62567000	3	tumor	tumor
chr4	62567001	62568000	3	tumor	tumor
chr4	62568001	62569000	6	tumor	tumor
chr4	62569001	62570000	5	tumor	tumor
chr4	62570001	62571000	3	tumor	tumor
chr4	62571001	62572000	0	tumor	tumor
chr4	62572001	62573000	2	tumor	tumor
chr4	62573001	62574000	3	tumor	tumor
chr4	62574001	62575000	1	tumor	tumor
chr4	62575001	62576000	3	tumor	tumor
chr4	62576001	62577000	4	tumor	tumor
chr4	62577001	62578000	0	tumor	tumor
chr4	62578001	62579000	0	tumor	tumor
chr4	62579001	62580000	6	tumor	tumor
chr4	62580001	62581000	3	tumor	tumor
chr4	62581001	62582000	2	tumor	tumor
chr4	62582001	62583000	6	tumor	tumor
chr4	62583001	62584000	1	tumor	tumor
chr4	62584001	62585000	2	tumor	tumor
chr4	62585001	62586000	1	tumor	tumor
chr4	62586001	62587000	2	tumor	tumor
chr4	62587001	62588000	3	tumor	tumor
chr4	62588001	62589000	5	tumor	tumor
chr4	62589001	62590000	1	tumor	tumor
chr4	62590001	62591000	7	tumor	tumor
chr4	62591001	62592000	1	tumor	tumor
chr4	62592001	62593000	1	tumor	tumor
chr4	62593001	62594000	5	tumor	tumor
chr4	62594001	62595000	0	tumor	tumor
chr4	62595001	62596000	0	tumor	tumor
chr4	62596001	62597000	6	tumor	tumor
chr4	62597001	62598000	9	tumor	tumor
chr4	62598001	62599000	2	tumor	tumor
chr4	62599001	62600000	3	tumor	tumor
chr4	62600001	62601000	1	tumor	tumor
chr4	62601001	62602000	4	tumor	tumor
chr4	62602001	62603000	3	tumor	tumor
chr4	62603001	62604000	3	tumor	tumor
chr4	62604001	62605000	2	tumor	tumor
chr4	62605001	62606000	3	tumor	tumor
chr4	62606001	62607000	7	tumor	tumor
chr4	62607001	62608000	2	tumor	tumor
chr4	62608001	62609000	2	tumor	tumor
chr4	62609001	62610000	0	tumor	tumor
chr4	62610001	62611000	0	tumor	tumor
chr4	62611001	62612000	1	tumor	tumor
chr4	62612001	62613000	2	tumor	tumor
chr4	62613001	62614000	4	tumor	tumor
chr4	62614001	62615000	2	tumor	tumor
chr4	62615001	62616000	3	tumor	tumor
chr4	62616001	62617000	3	tumor	tumor
chr4	62617001	62618000	3	tumor	tumor
chr4	62618001	62619000	2	tumor	tumor
chr4	62619001	62620000	12	tumor	tumor
chr4	62620001	62621000	0	tumor	tumor
chr4	62621001	62622000	4	tumor	tumor
chr4	62622001	62623000	0	tumor	tumor
chr4	62623001	62624000	1	tumor	tumor
chr4	62624001	62625000	1	tumor	tumor
chr4	62625001	62626000	4	tumor	tumor
chr4	62626001	62627000	1	tumor	tumor
chr4	62627001	62628000	1	tumor	tumor
chr4	62628001	62629000	2	tumor	tumor
chr4	62629001	62630000	0	tumor	tumor
chr4	62630001	62631000	1	tumor	tumor
chr4	62631001	62632000	0	tumor	tumor
chr4	62632001	62633000	1	tumor	tumor
chr4	62633001	62634000	1	tumor	tumor
chr4	62634001	62635000	1	tumor	tumor
chr4	62635001	62636000	0	tumor	tumor
chr4	62636001	62637000	4	tumor	tumor
chr4	62637001	62638000	3	tumor	tumor
chr4	62638001	62639000	1	tumor	tumor
chr4	62639001	62640000	0	tumor	tumor
chr4	62640001	62641000	2	tumor	tumor
chr4	62641001	62642000	4	tumor	tumor
chr4	62642001	62643000	3	tumor	tumor
chr4	62643001	62644000	5	tumor	tumor
chr4	62644001	62645000	3	tumor	tumor
chr4	62645001	62646000	5	tumor	tumor
chr4	62646001	62647000	1	tumor	tumor
chr4	62647001	62648000	2	tumor	tumor
chr4	62648001	62649000	2	tumor	tumor
chr4	62649001	62650000	5	tumor	tumor
chr4	62650001	62651000	1	tumor	tumor
chr4	62651001	62652000	5	tumor	tumor
chr4	62652001	62653000	3	tumor	tumor
chr4	62653001	62654000	2	tumor	tumor
chr4	62654001	62655000	3	tumor	tumor
chr4	62655001	62656000	0	tumor	tumor
chr4	62656001	62657000	2	tumor	tumor
chr4	62657001	62658000	4	tumor	tumor
chr4	62658001	62659000	1	tumor	tumor
chr4	62659001	62660000	3	tumor	tumor
chr4	62660001	62661000	2	tumor	tumor
chr4	62661001	62662000	2	tumor	tumor
chr4	62662001	62663000	2	tumor	tumor
chr4	62663001	62664000	4	tumor	tumor
chr4	62664001	62665000	3	tumor	tumor
chr4	62665001	62666000	4	tumor	tumor
chr4	62666001	62667000	1	tumor	tumor
chr4	62667001	62668000	1	tumor	tumor
chr4	62668001	62669000	3	tumor	tumor
chr4	62669001	62670000	4	tumor	tumor
chr4	62670001	62671000	0	tumor	tumor
chr4	62671001	62672000	2	tumor	tumor
chr4	62672001	62673000	5	tumor	tumor
chr4	62673001	62674000	4	tumor	tumor
chr4	62674001	62675000	4	tumor	tumor
chr4	62675001	62676000	2	tumor	tumor
chr4	62676001	62677000	2	tumor	tumor
chr4	62677001	62678000	2	tumor	tumor
chr4	62678001	62679000	6	tumor	tumor
chr4	62679001	62680000	2	tumor	tumor
chr4	62680001	62681000	7	tumor	tumor
chr4	62681001	62682000	1	tumor	tumor
chr4	62682001	62683000	1	tumor	tumor
chr4	62683001	62684000	1	tumor	tumor
chr4	62684001	62685000	8	tumor	tumor
chr4	62685001	62686000	3	tumor	tumor
chr4	62686001	62687000	2	tumor	tumor
chr4	62687001	62688000	1	tumor	tumor
chr4	62688001	62689000	5	tumor	tumor
chr4	62689001	62690000	4	tumor	tumor
chr4	62690001	62691000	5	tumor	tumor
chr4	62691001	62692000	3	tumor	tumor
chr4	62692001	62693000	2	tumor	tumor
chr4	62693001	62694000	1	tumor	tumor
chr4	62694001	62695000	3	tumor	tumor
chr4	62695001	62696000	3	tumor	tumor
chr4	62696001	62697000	5	tumor	tumor
chr4	62697001	62698000	0	tumor	tumor
chr4	62698001	62699000	2	tumor	tumor
chr4	62699001	62700000	3	tumor	tumor
chr4	62700001	62701000	2	tumor	tumor
chr4	62701001	62702000	0	tumor	tumor
chr4	62702001	62703000	6	tumor	tumor
chr4	62703001	62704000	2	tumor	tumor
chr4	62704001	62705000	2	tumor	tumor
